queried_sp_name,sp_name,itis,itis_reason,itis_tsn,gnr_score,gnr_source
Spartocytisus supranubius,Spartocytisus supranubius,NA,NA,NA,0.988,Freebase
Tolpis webbii,Tolpis webbii,NA,NA,NA,0.988,NCBI
Argyranthemum teneriffae,Argyranthemum teneriffae,NA,NA,NA,0.988,Tropicos - Missouri Botanical Garden
Scrophularia glabrata,Scrophularia glabrata,not accepted,homonym (illegitimate),521222,0.988,NCBI
Scrophularia glabrata,Scrophularia parviflora,accepted,NA,34040,0.988,NCBI
Nepeta teydea,Nepeta teydea,NA,NA,NA,0.988,uBio NameBank
Adenocarpus viscosus,Adenocarpus viscosus,NA,NA,NA,0.988,NCBI
Dryas octopetala,Dryas octopetala,accepted,NA,24619,0.988,Catalogue of Life
Diapensia lapponica,Diapensia lapponica,accepted,NA,23792,0.988,NCBI
Saxifraga aizoides,Saxifraga aizoides,accepted,NA,24250,0.988,NCBI
Potentilla crantzii,Potentilla crantzii,accepted,NA,519540,0.988,Catalogue of Life
Cerastium alpinum,Cerastium alpinum,accepted,NA,19946,0.988,Catalogue of Life
Parnassia palustris,Parnassia palustris,accepted,NA,24206,0.988,NCBI
Polygonum viviparum,Polygonum viviparum,not accepted,synonym,20864,0.988,Freebase
Polygonum viviparum,Bistorta vivipara,accepted,NA,823849,0.988,Catalogue of Life
Salix lanata,Salix lanata,accepted,NA,22483,0.988,NCBI
Salix reticulata,Salix reticulata,accepted,NA,22489,0.988,Catalogue of Life
Saxifraga oppositifolia,Saxifraga oppositifolia,accepted,NA,24230,0.988,Catalogue of Life
Trollius europaeus,Trollius europaeus,accepted,NA,18805,0.988,NCBI
Viola biflora,Viola biflora,accepted,NA,22048,0.988,NCBI
Pinguicula alpina,Pinguicula alpina,NA,NA,NA,0.988,NCBI
Rhodiola rosea,Rhodiola rosea,accepted,NA,520045,0.988,NCBI
Rhododendron lapponicum,Rhododendron lapponicum,accepted,NA,23719,0.988,NCBI
Antennaria alpina,Antennaria alpina,accepted,NA,36719,0.988,NCBI
Arabis alpina,Arabis alpina,accepted,NA,22674,0.988,NCBI
Astragalus alpinus,Astragalus alpinus,accepted,NA,25393,0.988,Catalogue of Life
Cassiope tetragona,Cassiope tetragona,accepted,NA,23535,0.988,Catalogue of Life
Salix polaris,Salix polaris,accepted,NA,22487,0.988,NCBI
Cassiope hypnoides,Cassiope hypnoides,not accepted,synonym,510375,0.988,uBio NameBank
Cassiope hypnoides,Harrimanella hypnoides,accepted,NA,23669,0.988,NCBI
Bartsia alpina,Bartsia alpina,accepted,NA,192972,0.988,NCBI
Salix arctica,Salix arctica,not accepted,"invalidly published, nomen nudum",22477,0.988,Catalogue of Life
Salix arctica,Salix arctica,accepted,NA,565479,0.988,Catalogue of Life
Salix arctica,Salix arctica,not accepted,homonym (illegitimate),565933,0.988,Catalogue of Life
Salix arctica,Salix arctophila,accepted,NA,22481,0.988,NCBI
Salix arctica,Salix arctica,accepted,NA,565479,0.988,Catalogue of Life
Potentilla rubricaulis,Potentilla rubricaulis,accepted,NA,504589,0.988,NCBI
Saxifraga caespitosa,Saxifraga caespitosa,not accepted,orthographic variant (misspelling),24219,0.988,Union 4
Saxifraga caespitosa,Saxifraga cespitosa,accepted,NA,505019,0.988,Catalogue of Life
Cerastium arcticum,Cerastium arcticum,accepted,NA,510555,0.988,NCBI
Papaver radicatum,Papaver radicatum,accepted,NA,518422,0.988,Catalogue of Life
Potentilla hyparctica,Potentilla hyparctica,accepted,NA,24672,0.988,Catalogue of Life
Saxifraga nivalis,Saxifraga nivalis,not accepted,synonym,24287,0.988,Freebase
Saxifraga nivalis,Micranthes nivalis,accepted,NA,517094,0.988,NCBI
Arnica angustifolia,Arnica angustifolia,accepted,NA,36558,0.988,Catalogue of Life
Arenaria pseudofrigida,Arenaria pseudofrigida,accepted,NA,20268,0.988,NCBI
Melandrium triflorum,Melandrium triflorum,not accepted,synonym,516942,0.988,uBio NameBank
Melandrium triflorum,Silene sorensenis,accepted,NA,20125,0.988,NCBI
Saxifraga cernua,Saxifraga cernua,accepted,NA,24223,0.988,NCBI
Ranunculus sulphureus,Ranunculus sulphureus,accepted,NA,18648,0.988,Catalogue of Life
Cochlearia groenlandica,Cochlearia groenlandica,accepted,NA,22817,0.988,NCBI
Stellaria longipes,Stellaria longipes,accepted,NA,20168,0.988,Catalogue of Life
Epilobium latifolium,Epilobium latifolium,not accepted,synonym,27281,0.988,Union 4
Epilobium latifolium,Chamerion latifolium,accepted,NA,510758,0.988,Freebase
Taraxacum phymatocarpum,Taraxacum phymatocarpum,accepted,NA,36215,0.988,NCBI
Armeria scabra,Armeria scabra,not accepted,synonym,896900,0.988,NCBI
Armeria scabra,Armeria maritima ssp. sibirica,accepted,NA,21328,NA,NA
Armeria scabra,Armeria maritima sibirica,NA,NA,NA,0.999,Catalogue of Life
Pedicularis hirsuta,Pedicularis hirsuta,accepted,NA,504163,0.988,NCBI
Draba lactea,Draba lactea,accepted,NA,22888,0.988,NCBI
Vaccinium uliginosum,Vaccinium uliginosum,accepted,NA,23574,0.988,Catalogue of Life
Saxifraga hirculus,Saxifraga hirculus,accepted,NA,24228,0.988,Catalogue of Life
Draba arctica,Draba arctica,accepted,NA,502115,0.988,NCBI
Erigeron compositus,Erigeron compositus,accepted,NA,35843,0.988,NCBI
Lesquerella arctica,Lesquerella arctica,not accepted,synonym,23166,0.988,EOL
Lesquerella arctica,Physaria arctica,accepted,NA,823087,0.988,NCBI
Pedicularis flammea,Pedicularis flammea,accepted,NA,504162,0.988,NCBI
Gastonia mauritiana,Gastonia mauritiana,NA,NA,NA,0.988,Freebase
Pemphis acidula,Pemphis acidula,accepted,NA,507456,0.988,NCBI
Stachytapheta jamaicensis,Stachytapheta jamaicensis,NA,NA,NA,NA,NA
Stachytapheta jamaicensis,Stachytarpheta jamaicensis,accepted,NA,32204,0.75,Catalogue of Life
Turnera angustifolia,Turnera angustifolia,not accepted,synonym,505618,0.988,NCBI
Turnera angustifolia,Turnera ulmifolia,accepted,NA,22216,0.988,NCBI
Scaevola sericea,Scaevola sericea,not accepted,synonym,505045,0.988,EOL
Scaevola sericea,Scaevola taccada,accepted,NA,34782,0.988,NCBI
Thespesia populnea,Thespesia populnea,accepted,NA,21762,0.988,NCBI
Tourneortia argentea,Tourneortia argentea,NA,NA,NA,NA,NA
Tourneortia argentea,Tournefortia argentea,accepted,NA,505540,0.75,Catalogue of Life
Leucaena leucocephala,Leucaena leucocephala,accepted,NA,26766,0.988,NCBI
Morinda citrifolia,Morinda citrifolia,accepted,NA,35071,0.988,NCBI
Dracaena concinna,Dracaena concinna,accepted,NA,810207,0.988,NCBI
Hibiscus tiliaceus,Hibiscus tiliaceus,not accepted,synonym,21618,0.988,Freebase
Hibiscus tiliaceus,Talipariti tiliaceum,accepted,NA,845742,0.988,NCBI
Passiflora suberosa,Passiflora suberosa,accepted,NA,22232,0.988,Catalogue of Life
Suriana maritima,Suriana maritima,accepted,NA,28846,0.988,NCBI
Ipomoea macrantha,Ipomoea macrantha,not accepted,synonym,515134,0.988,NCBI
Ipomoea macrantha,Ipomoea violacea,accepted,NA,30805,0.988,NCBI
Cedronella canariensis,Cedronella canariensis,accepted,NA,32468,0.988,NCBI
Galactites tomentosa,Galactites tomentosa,NA,NA,NA,0.988,EOL
Anacyclus radiatus,Anacyclus radiatus,NA,NA,NA,0.988,Catalogue of Life
Andryala pinnatifida,Andryala pinnatifida,NA,NA,NA,0.988,Catalogue of Life
Geranium canariense,Geranium canariense,NA,NA,NA,0.988,NCBI
Laurus azorica,Laurus azorica,NA,NA,NA,0.988,NCBI
Senecio steetzii,Senecio steetzii,NA,NA,NA,0.988,uBio NameBank
Sonchus cf. ortunoi,Sonchus cf. ortunoi,NA,NA,NA,NA,NA
Sonchus cf. ortunoi,Sonchus ortunoi,NA,NA,NA,0.988,Catalogue of Life
Echium plantagineum,Echium plantagineum,accepted,NA,31898,0.988,NCBI
Cistus monspeliensis,Cistus monspeliensis,accepted,NA,506898,0.988,NCBI
Raphanus raphanistrum,Raphanus raphanistrum,accepted,NA,23289,0.988,NCBI
Adenocarpus foliosus,Adenocarpus foliosus,NA,NA,NA,NA,NA
Adenocarpus foliosus,Adenocarpus foliolosus,accepted,NA,820128,0.75,Catalogue of Life
Ilex canarienis,Ilex canarienis,NA,NA,NA,NA,NA
Ilex canarienis,Ilex canariensis,NA,NA,NA,0.75,Catalogue of Life
Leontodon taraxacoides,Leontodon taraxacoides,not accepted,synonym,37888,0.988,NCBI
Leontodon taraxacoides,Taraxacum officinale ssp. officinale,accepted,NA,524742,NA,NA
Leontodon taraxacoides,Taraxacum officinale officinale,NA,NA,NA,0.999,EOL
Picconia excelsa,Picconia excelsa,NA,NA,NA,0.988,NCBI
Ranunculus cortusaefolius,Ranunculus cortusaefolius,NA,NA,NA,NA,NA
Ranunculus cortusaefolius,Ranunculus cortusifolius,accepted,NA,821154,0.75,Catalogue of Life
Sonchus tenerrimus,Sonchus tenerrimus,accepted,NA,38428,0.988,Catalogue of Life
Viola riviniana,Viola riviniana,NA,NA,NA,0.988,NCBI
Ageretina adenophora,Ageretina adenophora,NA,NA,NA,NA,NA
Ageretina adenophora,Ageratina adenophora,accepted,NA,36465,0.75,Catalogue of Life
Aichryson laxum,Aichryson laxum,NA,NA,NA,0.988,Catalogue of Life
Appolonias barbujana,Appolonias barbujana,NA,NA,NA,NA,NA
Appolonias barbujana,Apollonias barbujana,NA,NA,NA,0.75,Catalogue of Life
Argyranthemum broussonetti,Argyranthemum broussonetti,NA,NA,NA,NA,NA
Argyranthemum broussonetti,Argyranthemum broussonetii,NA,NA,NA,0.75,Catalogue of Life
Carduus tenuiflorus,Carduus tenuiflorus,accepted,NA,35789,0.988,Catalogue of Life
Erica arborea,Erica arborea,accepted,NA,505949,0.988,NCBI
Geranium robertianum,Geranium robertianum,accepted,NA,29119,0.988,NCBI
Hypericum grandifolium,Hypericum grandifolium,accepted,NA,822439,0.988,NCBI
Psoralia bituminosa,Psoralia bituminosa,NA,NA,NA,NA,NA
Psoralia bituminosa,Psoralea bituminosa,not accepted,synonym,26887,0.75,Catalogue of Life
Psoralia bituminosa,Bituminaria bituminosa,accepted,NA,500998,NA,NA
Rhamnus glandulosa,Rhamnus glandulosa,NA,NA,NA,0.988,NCBI
Silene gallica,Silene gallica,accepted,NA,20067,0.988,NCBI
Xysmalobium gerrardii,Xysmalobium gerrardii,NA,NA,NA,0.988,NCBI
Sisyranthus trichostomus,Sisyranthus trichostomus,NA,NA,NA,0.988,NCBI
Pachycarpus natalensis,Pachycarpus natalensis,NA,NA,NA,0.988,NCBI
Asclepias woodii,Asclepias woodii,NA,NA,NA,0.988,NCBI
Miraglossum verticillare,Miraglossum verticillare,NA,NA,NA,0.988,NCBI
Xysmalobium involucratum,Xysmalobium involucratum,NA,NA,NA,0.988,NCBI
Aspidonepsis diploglossa,Aspidonepsis diploglossa,NA,NA,NA,0.988,NCBI
Miraglossum pilosum,Miraglossum pilosum,NA,NA,NA,0.988,NCBI
Asclepias cucullata,Asclepias cucullata,NA,NA,NA,0.988,Catalogue of Life
Lychnis triflora,Lychnis triflora,not accepted,synonym,516486,0.988,Union 4
Lychnis triflora,Silene sorensenis,accepted,NA,20125,0.988,NCBI
Saxifraga tricuspidata,Saxifraga tricuspidata,accepted,NA,24246,0.988,NCBI
Draba bellii,Draba bellii,not accepted,synonym,512461,0.988,NCBI
Draba bellii,Draba corymbosa,accepted,NA,22847,0.988,NCBI
Draba cinerea,Draba cinerea,accepted,NA,22846,0.988,NCBI
Draba oblongata,Draba oblongata,accepted,NA,502134,0.988,NCBI
Pedicularis capitata,Pedicularis capitata,accepted,NA,33353,0.988,NCBI
Saxifraga flagellaris,Saxifraga flagellaris,accepted,NA,24268,0.988,Catalogue of Life
Thymus capitatus,Thymus capitatus,accepted,NA,506023,0.988,Freebase
Chrysanthemum coronarium,Chrysanthemum coronarium,not accepted,synonym,35796,0.988,Freebase
Chrysanthemum coronarium,Glebionis coronarium,accepted,NA,780351,0.988,EOL
Chamomilla recutita,Chamomilla recutita,not accepted,synonym,510767,0.988,EOL
Chamomilla recutita,Matricaria chamomilla,accepted,NA,780435,0.988,NCBI
Hypochoeris achyrophorus,Hypochoeris achyrophorus,NA,NA,NA,0.988,EOL
Thapsia garganica,Thapsia garganica,NA,NA,NA,0.988,Catalogue of Life
Sisymbrium orientale,Sisymbrium orientale,accepted,NA,23317,0.988,NCBI
Calendula arvensis,Calendula arvensis,accepted,NA,36909,0.988,NCBI
Echium angustifolium,Echium angustifolium,NA,NA,NA,0.988,Catalogue of Life
Asphodelus aestivus,Asphodelus aestivus,NA,NA,NA,0.988,NCBI
Cardaria draba,Cardaria draba,not accepted,synonym,23072,0.988,EOL
Cardaria draba,Lepidium draba,accepted,NA,515765,0.988,NCBI
Scandix australis,Scandix australis,NA,NA,NA,0.988,Catalogue of Life
Euphorbia acanthothamnos,Euphorbia acanthothamnos,accepted,NA,1026293,0.988,NCBI
Hypericum triquetrifolium,Hypericum triquetrifolium,NA,NA,NA,0.988,NCBI
Heliotropium hirsutissimum,Heliotropium hirsutissimum,NA,NA,NA,0.988,NCBI
Heliotropium dolosum,Heliotropium dolosum,NA,NA,NA,0.988,uBio NameBank
Thymelaea hirsuta,Thymelaea hirsuta,NA,NA,NA,0.988,NCBI
Cistus parviflorus,Cistus parviflorus,NA,NA,NA,0.988,NCBI
Centaurea orphanidea,Centaurea orphanidea,NA,NA,NA,0.988,uBio NameBank
Heliotropium europaeum,Heliotropium europaeum,accepted,NA,31645,0.988,NCBI
Reseda alba,Reseda alba,accepted,NA,504737,0.988,Catalogue of Life
Scabiosa atropurpurea,Scabiosa atropurpurea,accepted,NA,35410,0.988,NCBI
Echinops microcephalus,Echinops microcephalus,NA,NA,NA,0.988,NCBI
Tordylium apulum,Tordylium apulum,accepted,NA,505532,0.988,NCBI
Cistus salvifolius,Cistus salvifolius,NA,NA,NA,0.988,EOL
Scorzonera cana,Scorzonera cana,NA,NA,NA,0.988,NCBI
Ornithogalum exscapum,Ornithogalum exscapum,NA,NA,NA,0.988,uBio NameBank
Erodium malacoides,Erodium malacoides,accepted,NA,29150,0.988,Catalogue of Life
Helichrysum stoechas,Helichrysum stoechas,NA,NA,NA,0.988,Catalogue of Life
Fumana thymifolia,Fumana thymifolia,NA,NA,NA,0.988,Catalogue of Life
Satureja thymbra,Satureja thymbra,NA,NA,NA,0.988,NCBI
Teucrium polium,Teucrium polium,NA,NA,NA,0.988,NCBI
Convolvulus althaeoides,Convolvulus althaeoides,accepted,NA,30704,0.988,NCBI
Crupina crupinastrum,Crupina crupinastrum,NA,NA,NA,0.988,NCBI
Phagnalon graecum,Phagnalon graecum,NA,NA,NA,0.988,NCBI
Convolvulus cantabrica,Convolvulus cantabrica,NA,NA,NA,0.988,EOL
Ecballium elaterium,Ecballium elaterium,accepted,NA,502196,0.988,Catalogue of Life
Hirschfeldia incana,Hirschfeldia incana,accepted,NA,503045,0.988,NCBI
Stachys cretica,Stachys cretica,accepted,NA,32334,0.988,NCBI
Ballota acetabulosa,Ballota acetabulosa,NA,NA,NA,0.988,NCBI
Gagea granatelli,Gagea granatelli,NA,NA,NA,0.988,EOL
Nigella arvensis,Nigella arvensis,NA,NA,NA,0.988,Catalogue of Life
Ranunculus spruneranus,Ranunculus spruneranus,NA,NA,NA,0.988,uBio NameBank
Urginea maritima,Urginea maritima,not accepted,synonym,506478,0.988,Freebase
Urginea maritima,Drimia maritima,accepted,NA,810302,0.988,NCBI
Eryngium campestre,Eryngium campestre,accepted,NA,29487,0.988,NCBI
Scilla autumnalis,Scilla autumnalis,NA,NA,NA,0.988,EOL
Papaver rhoeas,Papaver rhoeas,accepted,NA,18893,0.988,Catalogue of Life
Carduus pycnocephalus,Carduus pycnocephalus,accepted,NA,35788,0.988,Catalogue of Life
Convolvulus arvensis,Convolvulus arvensis,accepted,NA,30705,0.988,NCBI
Salvia verbenaca,Salvia verbenaca,accepted,NA,832901,0.988,NCBI
Sherardia arvensis,Sherardia arvensis,accepted,NA,35237,0.988,NCBI
Alkanna tinctoria,Alkanna tinctoria,accepted,NA,506016,0.988,Catalogue of Life
Senecio vulgaris,Senecio vulgaris,accepted,NA,36194,0.988,Catalogue of Life
Anchusa undulata,Anchusa undulata,NA,NA,NA,0.988,Catalogue of Life
Anemone coronaria,Anemone coronaria,accepted,NA,184134,0.988,NCBI
Geranium rotundifolium,Geranium rotundifolium,accepted,NA,29120,0.988,NCBI
Salvia triloba,Salvia triloba,NA,NA,NA,0.988,EOL
Bellis annua,Bellis annua,NA,NA,NA,0.988,Catalogue of Life
Biscutella didyma,Biscutella didyma,NA,NA,NA,0.988,NCBI
Capparis ovata,Capparis ovata,NA,NA,NA,0.988,NCBI
Cyclamen graecum,Cyclamen graecum,accepted,NA,836256,0.988,Catalogue of Life
Muscari comosum,Muscari comosum,accepted,NA,42978,0.988,Freebase
Muscari neglectum,Muscari neglectum,accepted,NA,503892,0.988,NCBI
Osyris alba,Osyris alba,NA,NA,NA,0.988,NCBI
Scorzonera lanata,Scorzonera lanata,NA,NA,NA,0.988,uBio NameBank
Verbascum undulatum,Verbascum undulatum,NA,NA,NA,0.988,uBio NameBank
Erica manipuliflora,Erica manipuliflora,NA,NA,NA,0.988,NCBI
Hypericum empetrifolium,Hypericum empetrifolium,NA,NA,NA,0.988,Catalogue of Life
Prasium majus,Prasium majus,NA,NA,NA,0.988,NCBI
Allium subhirsutum,Allium subhirsutum,NA,NA,NA,0.988,NCBI
Crocus cancellatus,Crocus cancellatus,NA,NA,NA,0.988,NCBI
Daucus guttatus,Daucus guttatus,NA,NA,NA,0.988,Catalogue of Life
Dittrichia graveolens,Dittrichia graveolens,accepted,NA,502104,0.988,NCBI
Medicago lupulina,Medicago lupulina,accepted,NA,503721,0.988,NCBI
Muscari commutatum,Muscari commutatum,NA,NA,NA,0.988,uBio NameBank
Plantago lagopus,Plantago lagopus,NA,NA,NA,0.988,Catalogue of Life
Chondrilla juncea,Chondrilla juncea,accepted,NA,37029,0.988,NCBI
Eruca vesicaria,Eruca vesicaria,accepted,NA,502429,0.988,NCBI
Pallenis spinosa,Pallenis spinosa,NA,NA,NA,0.988,Catalogue of Life
Reichardia picroides,Reichardia picroides,accepted,NA,38820,0.988,NCBI
Delphinium peregrinum,Delphinium peregrinum,NA,NA,NA,0.988,NCBI
Trifolium stellatum,Trifolium stellatum,accepted,NA,820259,0.988,NCBI
Crocus laevigatus,Crocus laevigatus,NA,NA,NA,0.988,NCBI
Fumana arabica,Fumana arabica,NA,NA,NA,0.988,NCBI
Phlomis fructicosa,Phlomis fructicosa,NA,NA,NA,NA,NA
Phlomis fructicosa,Phlomis fruticosa,accepted,NA,32636,0.75,Catalogue of Life
Scolymus hispanicus,Scolymus hispanicus,accepted,NA,505088,0.988,Catalogue of Life
Allium neapolitanum,Allium neapolitanum,accepted,NA,42686,0.988,NCBI
Anemone pavonina,Anemone pavonina,NA,NA,NA,0.988,NCBI
Chondrilla ramosissima,Chondrilla ramosissima,NA,NA,NA,0.988,uBio NameBank
Ononis ornithopioides,Ononis ornithopioides,NA,NA,NA,NA,NA
Ononis ornithopioides,Ononis ornithopodioides,accepted,NA,819666,0.75,Catalogue of Life
Ophrys lutea,Ophrys lutea,NA,NA,NA,0.988,NCBI
Ophrys sphegodes,Ophrys sphegodes,NA,NA,NA,0.988,NCBI
Ophrys tenthredinifera,Ophrys tenthredinifera,NA,NA,NA,0.988,NCBI
Sternbergia lutea,Sternbergia lutea,accepted,NA,507188,0.988,NCBI
Tragopogon porrifolius,Tragopogon porrifolius,accepted,NA,38568,0.988,Catalogue of Life
Capsella bursa-pastoris,Capsella bursa-pastoris,accepted,NA,22766,0.988,NCBI
Globularia alypum,Globularia alypum,NA,NA,NA,0.988,NCBI
Lamium amplexicaule,Lamium amplexicaule,accepted,NA,32539,0.988,NCBI
Malcolmia chia,Malcolmia chia,NA,NA,NA,0.988,uBio NameBank
Petrorhagia velutina,Petrorhagia velutina,not accepted,synonym,518815,0.988,EOL
Petrorhagia velutina,Petrorhagia dubia,accepted,NA,504262,0.988,NCBI
Scaligeria cretica,Scaligeria cretica,NA,NA,NA,0.988,uBio NameBank
Tremastelma palestinum,Tremastelma palestinum,NA,NA,NA,NA,NA
Tremastelma palestinum,Tremastelma palaestinum,NA,NA,NA,0.75,Catalogue of Life
Bellardia trixago,Bellardia trixago,accepted,NA,33493,0.988,NCBI
Ebenus sibthorpii,Ebenus sibthorpii,NA,NA,NA,0.988,NCBI
Malva sylvestris,Malva sylvestris,accepted,NA,21840,0.988,Catalogue of Life
Ruta graveolens,Ruta graveolens,accepted,NA,29002,0.988,NCBI
Anagallis arvensis,Anagallis arvensis,accepted,NA,24043,0.988,NCBI
Lathyrus cicera,Lathyrus cicera,accepted,NA,25841,0.988,NCBI
Pterocephalus papposus,Pterocephalus papposus,NA,NA,NA,0.988,NCBI
Silene colorata,Silene colorata,NA,NA,NA,0.988,Catalogue of Life
Thymelaea tartonraira,Thymelaea tartonraira,NA,NA,NA,0.988,Catalogue of Life
Veronica persica,Veronica persica,accepted,NA,33405,0.988,NCBI
Anthyllis hermanniae,Anthyllis hermanniae,NA,NA,NA,0.988,NCBI
Acanthus spinosus,Acanthus spinosus,accepted,NA,506052,0.988,NCBI
Asparagus acutifolius,Asparagus acutifolius,NA,NA,NA,0.988,NCBI
Astragalus monspessulanus,Astragalus monspessulanus,accepted,NA,820170,0.988,Catalogue of Life
Oxalis pes-caprae,Oxalis pes-caprae,accepted,NA,29092,0.988,NCBI
Psoralea bituminosa,Psoralea bituminosa,not accepted,synonym,26887,0.988,EOL
Psoralea bituminosa,Bituminaria bituminosa,accepted,NA,500998,0.988,NCBI
Campanula drabifolia,Campanula drabifolia,NA,NA,NA,0.988,NCBI
Centaurea raphanina,Centaurea raphanina,NA,NA,NA,0.988,Catalogue of Life
Iris pumila,Iris pumila,accepted,NA,43224,0.988,NCBI
Alcea pallida,Alcea pallida,accepted,NA,506821,0.988,NCBI
Arisarum vulgare,Arisarum vulgare,NA,NA,NA,0.988,NCBI
Fritillaria graeca,Fritillaria graeca,NA,NA,NA,0.988,NCBI
Fumaria amarysia,Fumaria amarysia,NA,NA,NA,0.988,uBio NameBank
Anchusa variegata,Anchusa variegata,NA,NA,NA,0.988,uBio NameBank
Hymenocarpus circinnatus,Hymenocarpus circinnatus,NA,NA,NA,0.988,uBio NameBank
Linum strictum,Linum strictum,NA,NA,NA,0.988,NCBI
Sarcopoterium spinosum,Sarcopoterium spinosum,NA,NA,NA,0.988,NCBI
Daphne gnidium,Daphne gnidium,NA,NA,NA,0.988,Catalogue of Life
Cistus libanotis,Cistus libanotis,NA,NA,NA,0.988,NCBI
Calluna vulgaris,Calluna vulgaris,accepted,NA,23634,0.988,NCBI
Thymus mastichina,Thymus mastichina,NA,NA,NA,0.988,NCBI
Rosmarinus officinalis,Rosmarinus officinalis,accepted,NA,32677,0.988,Freebase
Armeria velutina,Armeria velutina,NA,NA,NA,0.988,NCBI
Helichrysum picardii,Helichrysum picardii,NA,NA,NA,0.988,uBio NameBank
Rubus ulmifolius,Rubus ulmifolius,accepted,NA,504890,0.988,NCBI
Halimium halimifolium,Halimium halimifolium,NA,NA,NA,0.988,Catalogue of Life
Osyris quadripartita,Osyris quadripartita,NA,NA,NA,0.988,NCBI
Asparagus aphyllus,Asparagus aphyllus,NA,NA,NA,0.988,NCBI
Lavandula stoechas,Lavandula stoechas,accepted,NA,506033,0.988,NCBI
Smilax aspera,Smilax aspera,accepted,NA,896986,0.988,NCBI
Erica ciliaris,Erica ciliaris,NA,NA,NA,0.988,NCBI
Halimium commutatum,Halimium commutatum,NA,NA,NA,0.988,uBio NameBank
Ulex minor,Ulex minor,accepted,NA,505622,0.988,NCBI
Myrtus communis,Myrtus communis,accepted,NA,506164,0.988,Catalogue of Life
Chamaerops humilis,Chamaerops humilis,accepted,NA,506714,0.988,NCBI
Lonicera periclymenum,Lonicera periclymenum,accepted,NA,35301,0.988,Catalogue of Life
Stauracanthus genistoides,Stauracanthus genistoides,NA,NA,NA,0.988,NCBI
Ulex parviflorus,Ulex parviflorus,NA,NA,NA,0.988,NCBI
Helianthemum croceum,Helianthemum croceum,NA,NA,NA,0.988,uBio NameBank
Cytisus grandiflorus,Cytisus grandiflorus,NA,NA,NA,0.988,NCBI
Phillyrea angustifolia,Phillyrea angustifolia,NA,NA,NA,0.988,NCBI
Daucus carota,Daucus carota,accepted,NA,29477,0.988,Catalogue of Life
Leontodon hispidus,Leontodon hispidus,accepted,NA,37885,0.988,Catalogue of Life
Torilis japonica,Torilis japonica,accepted,NA,29895,0.988,NCBI
Eupatorium cannabinum,Eupatorium cannabinum,accepted,NA,35984,0.988,Catalogue of Life
Leontodon autumnalis,Leontodon autumnalis,accepted,NA,37883,0.988,Freebase
Knautia arvensis,Knautia arvensis,accepted,NA,35408,0.988,Catalogue of Life
Aethusa cynapium,Aethusa cynapium,accepted,NA,29569,0.988,Catalogue of Life
Crepis capillaris,Crepis capillaris,accepted,NA,37182,0.988,NCBI
Linum catharticum,Linum catharticum,accepted,NA,29206,0.988,Catalogue of Life
