queried_sp_name,key,canonicalName,rank
Saxifraga oppositifolia,8180839,Saxifraga oppositifolia arctoalpina,SUBSPECIES
Saxifraga oppositifolia,9234246,Saxifraga oppositifolia rudolphiana,SUBSPECIES
Saxifraga oppositifolia,7784986,Saxifraga oppositifolia asiatica,SUBSPECIES
Saxifraga oppositifolia,6447168,Saxifraga oppositifolia smalliana,SUBSPECIES
Saxifraga oppositifolia,8303216,Saxifraga oppositifolia rudolphiana,SUBSPECIES
Saxifraga oppositifolia,3754003,Saxifraga oppositifolia glandulisepala,SUBSPECIES
Saxifraga oppositifolia,3754028,Saxifraga oppositifolia ajanica,SUBSPECIES
Rhododendron lapponicum,2883075,Rhododendron lapponicum,SPECIES
Rhododendron lapponicum,7900396,Rhododendron lapponicum parvifolium,SUBSPECIES
Rhododendron lapponicum,7384723,Rhododendron lapponicum albiflorum,SUBSPECIES
Rhododendron lapponicum,6400099,Rhododendron lapponicum alpinum,SUBSPECIES
Rhododendron lapponicum,4172036,Rhododendron lapponicum parvifolium,SUBSPECIES
Rhododendron lapponicum,7600032,Rhododendron lapponicum albiflorum,FORM
Rhododendron lapponicum,4172052,Rhododendron lapponicum alpinum,VARIETY
Rhododendron lapponicum,6449341,Rhododendron lapponicum parvifolium,VARIETY
Rhododendron lapponicum,4172020,Rhododendron lapponicum viride,VARIETY
Rhododendron lapponicum,4172030,Rhododendron lapponicum roseum,VARIETY
Astragalus alpinus,5345014,Astragalus alpinus,SPECIES
Astragalus alpinus,7837147,Astragalus alpinus,SPECIES
Astragalus alpinus,8807742,Astragalus alpinus,SPECIES
Astragalus alpinus,7877964,Astragalus alpinus,SPECIES
Astragalus alpinus,8124012,Astragalus alpinus,SPECIES
Astragalus alpinus,8140110,Astragalus alpinus ferghanicus,SUBSPECIES
Astragalus alpinus,8190536,Astragalus alpinus brunetianus,SUBSPECIES
Astragalus alpinus,7511768,Astragalus alpinus arcticus,SUBSPECIES
Astragalus alpinus,5632579,Astragalus alpinus borealis,SUBSPECIES
Astragalus alpinus,7870572,Astragalus alpinus olginensis,SUBSPECIES
Cassiope tetragona,5333401,Cassiope tetragona,SPECIES
Cassiope tetragona,8152871,Cassiope tetragona saximontana,SUBSPECIES
Cassiope tetragona,5682924,Cassiope tetragona saximontana,VARIETY
Cassiope tetragona,7223550,Cassiope tetragona tetragona,VARIETY
Cassiope tetragona,6399500,Cassiope tetragona tetragona,SUBSPECIES
Salix arctica,8686534,Salix arctica,SPECIES
Salix arctica,5372665,Salix arctica,SPECIES
Salix arctica,8248040,Salix arctica,SPECIES
Salix arctica,8292584,Salix arctica,SPECIES
Salix arctica,7954041,Salix arctica crassijulis,SUBSPECIES
Salix arctica,7266654,Salix arctica arctica,SUBSPECIES
Salix arctica,7474697,Salix arctica tortulosa,SUBSPECIES
Salix arctica,8639754,Salix arctica torulosa,SUBSPECIES
Salix arctica,5372676,Salix arctica antiplasta,VARIETY
Salix arctica,5372673,Salix arctica pallasii,VARIETY
Salix arctophila,7899774,Salix arctophila,SPECIES
Salix arctophila,5373032,Salix arctophila,SPECIES
Salix arctophila,5373033,Salix arctophila lejocarpa,VARIETY
Salix arctophila,8272646,Salix arctophila arctophila,FORM
Salix arctophila,7555771,Salix arctophila leiocarpa,FORM
Salix arctophila,9786045,NA,SPECIES
Potentilla rubricaulis,8336779,Potentilla rubricaulis,SPECIES
Potentilla rubricaulis,8595326,Potentilla rubricaulis,SPECIES
Potentilla rubricaulis,7430512,Potentilla rubricaulis,SPECIES
Potentilla rubricaulis,7521708,Potentilla rubricaulis,SPECIES
Potentilla rubricaulis,7386228,Potentilla rubricaulis,SPECIES
Potentilla rubricaulis,8108601,Potentilla rubricaulis,SPECIES
Potentilla rubricaulis,5365556,Potentilla rubricaulis,SPECIES
Potentilla rubricaulis,8517180,Potentilla rubricaulis,SPECIES
Potentilla rubricaulis,5366420,Potentilla rubricaulis pedersenii,VARIETY
Potentilla rubricaulis,5366413,Potentilla rubricaulis furcata,VARIETY
Saxifraga caespitosa,8270225,Saxifraga caespitosa,SPECIES
Saxifraga caespitosa,7567185,Saxifraga caespitosa,SPECIES
Saxifraga caespitosa,7744431,Saxifraga caespitosa,SPECIES
Saxifraga caespitosa,3002139,Saxifraga caespitosa,SPECIES
Saxifraga caespitosa,8078454,Saxifraga caespitosa,SPECIES
Saxifraga caespitosa,7471093,Saxifraga caespitosa,SPECIES
Saxifraga caespitosa,7491445,Saxifraga caespitosa,SPECIES
Saxifraga caespitosa,4272308,Saxifraga caespitosa sileneflora,SUBSPECIES
Saxifraga caespitosa,4272309,Saxifraga caespitosa subgemmifera,SUBSPECIES
Saxifraga caespitosa,4272310,Saxifraga caespitosa monticola,SUBSPECIES
Saxifraga cespitosa,3032796,Saxifraga cespitosa,SPECIES
Saxifraga cespitosa,7917346,Saxifraga cespitosa,SPECIES
Saxifraga cespitosa,7177641,Saxifraga cespitosa cespitosa,SUBSPECIES
Saxifraga cespitosa,3754412,Saxifraga cespitosa subgemmifera,SUBSPECIES
Saxifraga cespitosa,3754486,Saxifraga cespitosa laxiuscula,SUBSPECIES
Saxifraga cespitosa,3754473,Saxifraga cespitosa magellanica,VARIETY
Saxifraga cespitosa,3754549,Saxifraga cespitosa drummondii,VARIETY
Saxifraga cespitosa,3754446,Saxifraga cespitosa multiflora,FORM
Saxifraga cespitosa,6447253,Saxifraga cespitosa uniflora,SUBSPECIES
Saxifraga cespitosa,8363518,Saxifraga cespitosa sileniflora,SUBSPECIES
Cerastium arcticum,3085444,Cerastium arcticum,SPECIES
Cerastium arcticum,6364499,Cerastium arcticum procerum,SUBSPECIES
Cerastium arcticum,8896726,Cerastium arcticum procerum,VARIETY
Cerastium arcticum,9215957,Cerastium arcticum vestitum,VARIETY
Cerastium arcticum,6449209,Cerastium arcticum sordidum,VARIETY
Cerastium arcticum,7865421,Cerastium arcticum nigrescens,FORM
Cerastium arcticum,3814133,Cerastium arcticum hyperboreum,SUBSPECIES
Cerastium arcticum,7891644,Cerastium arcticum edmondstonii,SUBSPECIES
Cerastium arcticum,6364503,Cerastium arcticum arcticum,VARIETY
Cerastium arcticum,7679048,Cerastium arcticum edmondstonii,VARIETY
Papaver radicatum,8348125,Papaver radicatum,SPECIES
Papaver radicatum,2888444,Papaver radicatum,SPECIES
Papaver radicatum,7369888,Papaver radicatum brachyphyllum,SUBSPECIES
Papaver radicatum,3602782,Papaver radicatum labradoricum,SUBSPECIES
Papaver radicatum,7315053,Papaver radicatum radicatum,FORM
Papaver radicatum,8134974,Papaver radicatum alaskanum,SUBSPECIES
Papaver radicatum,2888455,Papaver radicatum lapponicum,SUBSPECIES
Papaver radicatum,8676498,Papaver radicatum hyperboreum,SUBSPECIES
Papaver radicatum,7698464,Papaver radicatum dasycarpum,SUBSPECIES
Papaver radicatum,3602868,Papaver radicatum albiflorum,FORM
Melandrium triflorum,7534929,Melandrium triflorum,SPECIES
Melandrium triflorum,9120103,Melandrium triflorum,SPECIES
Melandrium triflorum,3814286,Melandrium triflorum ajanense,VARIETY
Lychnis triflora,3085956,Lychnis triflora,SPECIES
Lychnis triflora,7726459,Lychnis triflora,SPECIES
Lychnis triflora,7490492,Lychnis triflora,SPECIES
Lychnis triflora,3086007,Lychnis triflora dawsonii,SUBSPECIES
Lychnis triflora,3816526,Lychnis triflora elatior,VARIETY
Lychnis triflora,6285756,Lychnis triflora dawsonii,VARIETY
Silene sorensenis,5384790,Silene sorensenis,SPECIES
Silene sorensenis,8347452,Silene sorensenis sorensenis,FORM
Silene sorensenis,5588572,Silene sorensenis pallida,FORM
Saxifraga cernua,7980899,Saxifraga cernua,SPECIES
Saxifraga cernua,3032869,Saxifraga cernua,SPECIES
Saxifraga cernua,8841801,Saxifraga cernua,SPECIES
Saxifraga cernua,8067885,Saxifraga cernua simplicissima,VARIETY
Saxifraga cernua,7339239,Saxifraga cernua cernua,VARIETY
Saxifraga cernua,3032870,Saxifraga cernua exilioides,VARIETY
Saxifraga cernua,7395362,Saxifraga cernua linnaeana,VARIETY
Saxifraga cernua,8246383,Saxifraga cernua debilis,VARIETY
Saxifraga cernua,3754640,Saxifraga cernua latibracteata,VARIETY
Saxifraga cernua,3754700,Saxifraga cernua bulbillosa,FORM
Ranunculus sulphureus,8312717,Ranunculus sulphureus,SPECIES
Ranunculus sulphureus,3033498,Ranunculus sulphureus,SPECIES
Ranunculus sulphureus,7277081,Ranunculus sulphureus sulphureus,SUBSPECIES
Ranunculus sulphureus,8939255,Ranunculus sulphureus altaica,VARIETY
Ranunculus sulphureus,8714292,Ranunculus sulphureus intercedens,VARIETY
Ranunculus sulphureus,7667205,Ranunculus sulphureus alberti,VARIETY
Ranunculus sulphureus,7704290,Ranunculus sulphureus exaltatus,SUBSPECIES
Ranunculus sulphureus,3923628,Ranunculus sulphureus taimyrensis,SUBSPECIES
Ranunculus sulphureus,9642770,Ranunculus sulphureus intercedens,VARIETY
Ranunculus sulphureus,6449695,Ranunculus sulphureus sulphureus,VARIETY
Ranumculus sulphureus,NA,NA,NA
Stellaria longipes,5384620,Stellaria longipes,SPECIES
Stellaria longipes,7399061,Stellaria longipes,SPECIES
Stellaria longipes,5384641,Stellaria longipes stricta,SUBSPECIES
Stellaria longipes,5384625,Stellaria longipes laeta,VARIETY
Stellaria longipes,5384634,Stellaria longipes subvestita,VARIETY
Stellaria longipes,5584482,Stellaria longipes minor,VARIETY
Stellaria longipes,7470519,Stellaria longipes humilis,VARIETY
Stellaria longipes,5384633,Stellaria longipes edwardsii,VARIETY
Stellaria longipes,8359877,Stellaria longipes altocaulis,VARIETY
Stellaria longipes,7423330,Stellaria longipes arenicola,VARIETY
Stellaria longiceps,NA,NA,NA
Epilobium latifolium,7448705,Epilobium latifolium,SPECIES
Epilobium latifolium,8104972,Epilobium latifolium,SPECIES
Epilobium latifolium,3188787,Epilobium latifolium,SPECIES
Epilobium latifolium,7815895,Epilobium latifolium speciosum,SUBSPECIES
Epilobium latifolium,3664735,Epilobium latifolium grandiflorum,VARIETY
Epilobium latifolium,3664739,Epilobium latifolium album,VARIETY
Epilobium latifolium,3664718,Epilobium latifolium munzii,FORM
Epilobium latifolium,7322333,Epilobium latifolium latifolium,SUBSPECIES
Epilobium latifolium,3664723,Epilobium latifolium leucanthum,SUBSPECIES
Epilobium latifolium,8669798,Epilobium latifolium venustum,VARIETY
Chamerion latifolium,3188784,Chamerion latifolium,SPECIES
Chamerion latifolium,9797800,NA,SPECIES
Vaccinium uliginosum,8073364,Vaccinium uliginosum,SPECIES
Vaccinium uliginosum,2882818,Vaccinium uliginosum occidentale,SUBSPECIES
Vaccinium uliginosum,8949107,Vaccinium uliginosum globosum,SUBSPECIES
Vaccinium uliginosum,2882820,Vaccinium uliginosum gaultherioides,SUBSPECIES
Vaccinium uliginosum,2882821,Vaccinium uliginosum pubescens,SUBSPECIES
Vaccinium uliginosum,7223549,Vaccinium uliginosum uliginosum,SUBSPECIES
Vaccinium uliginosum,8369134,Vaccinium uliginosum kruhsianum,VARIETY
Vaccinium uliginosum,6399345,Vaccinium uliginosum pubescens,VARIETY
Vaccinium uliginosum,2882815,Vaccinium uliginosum pedris,SUBSPECIES
Vaccinium uliginosum,4167193,Vaccinium uliginosum imberbe,SUBSPECIES
Saxifraga hirculus,3032811,Saxifraga hirculus,SPECIES
Saxifraga hirculus,7357343,Saxifraga hirculus,SPECIES
Saxifraga hirculus,8338803,Saxifraga hirculus alpina,SUBSPECIES
Saxifraga hirculus,6446900,Saxifraga hirculus humilis,FORM
Saxifraga hirculus,8382521,Saxifraga hirculus major,FORM
Saxifraga hirculus,3752492,Saxifraga hirculus propinqua,SUBSPECIES
Saxifraga hirculus,7449489,Saxifraga hirculus coloradensis,SUBSPECIES
Saxifraga hirculus,7679305,Saxifraga hirculus indica,VARIETY
Saxifraga hirculus,6446911,Saxifraga hirculus alpina,SUBSPECIES
Saxifraga hirculus,7994392,Saxifraga hirculus humulis,FORM
Erigeron compositus,3146597,Erigeron compositus,SPECIES
Erigeron compositus,4218215,Erigeron compositus trifidus,SUBSPECIES
Erigeron compositus,4273776,Erigeron compositus compositus,VARIETY
Erigeron compositus,4218252,Erigeron compositus glabratus,VARIETY
Erigeron compositus,4218284,Erigeron compositus breviradiatus,VARIETY
Erigeron compositus,6298212,Erigeron compositus compositus,SUBSPECIES
Erigeron compositus,8724019,Erigeron compositus prasinus,VARIETY
Erigeron compositus,6298226,Erigeron compositus trifidus,VARIETY
Erigeron compositus,4218256,Erigeron compositus discoideus,SUBSPECIES
Erigeron compositus,6298215,Erigeron compositus compositus,FORM
Lesquerella arctica,8622101,Lesquerella arctica,SPECIES
Lesquerella arctica,9218181,Lesquerella arctica calderi,SUBSPECIES
Lesquerella arctica,7292349,Lesquerella arctica arctica,VARIETY
Lesquerella arctica,8394393,Lesquerella arctica calderi,VARIETY
Lesquerella arctica,5551322,Lesquerella arctica scammanae,VARIETY
Lesquerella arctica,5551323,Lesquerella arctica purshii,SUBSPECIES
Lesquerella arctica,5708810,Lesquerella arctica scammaniae,VARIETY
Lesquerella arctica,8325746,Lesquerella arctica arctica,SUBSPECIES
Lesquerella arctica,7947083,Lesquerella arctica purshii,VARIETY
Physaria arctica,3048910,Physaria arctica,SPECIES
Pedicularis flammea,3171728,Pedicularis flammea,SPECIES
Pedicularis flammea,7920044,Pedicularis flammea,SPECIES
Pedicularis flammea,7331567,Pedicularis flammea flammea,FORM
Pedicularis flammea,3724158,Pedicularis flammea flavescens,FORM
Stachytapheta jamaicensis,NA,NA,NA
Stachytarpheta jamaicensis,2925463,Stachytarpheta jamaicensis,SPECIES
Stachytarpheta jamaicensis,7471770,Stachytarpheta jamaicensis,SPECIES
Stachytarpheta jamaicensis,8204976,Stachytarpheta jamaicensis monstrosa,FORM
Stachytarpheta jamaicensis,4083732,Stachytarpheta jamaicensis atrocoerulea,FORM
Stachytarpheta jamaicensis,4083750,Stachytarpheta jamaicensis albiflora,FORM
Stachytarpheta jamaicensis,4083711,Stachytarpheta jamaicensis parviflora,FORM
Stachytarpheta jamaicensis,7861455,Stachytarpheta jamaicensis indica,VARIETY
Stachytarpheta jamaicensis,4083720,Stachytarpheta jamaicensis longifolia,VARIETY
Stachytarpheta jamaicensis,9374499,Stachytarpheta jamaicensis albiflora,FORM
Turnera angustifolia,2874850,Turnera angustifolia,SPECIES
Tyttnera scabra,NA,NA,NA
Turnera ulmifolia,7581882,Turnera ulmifolia,SPECIES
Turnera ulmifolia,2874852,Turnera ulmifolia,SPECIES
Turnera ulmifolia,4160898,Turnera ulmifolia elliptica,VARIETY
Turnera ulmifolia,4160926,Turnera ulmifolia coerulea,VARIETY
Turnera ulmifolia,9194639,Turnera ulmifolia serissima,VARIETY
Turnera ulmifolia,4160956,Turnera ulmifolia alba,VARIETY
Turnera ulmifolia,4160880,Turnera ulmifolia grandidentata,VARIETY
Turnera ulmifolia,4160969,Turnera ulmifolia acuta,VARIETY
Turnera ulmifolia,4160909,Turnera ulmifolia elegans,VARIETY
Turnera ulmifolia,4160866,Turnera ulmifolia grandiflora,VARIETY
Turnera scabra,7675504,Turnera scabra,SPECIES
Turnera scabra,2874853,Turnera scabra,SPECIES
Turnera scabra,2874846,Turnera,GENUS
Turnera scabra,7899207,? scabra,UNRANKED
Turnera scabra,9498736,? scabra,UNRANKED
Turnera scabra,9623185,? scabra,UNRANKED
Turnera scabra,7942258,? scabra,UNRANKED
Turnera scabra,9127081,? scabra,UNRANKED
Turnera scabra,7785514,? scabra,UNRANKED
Turnera scabra,9471352,? scabra,UNRANKED
Scaevola sericea,7544936,Scaevola sericea,SPECIES
Scaevola sericea,5407599,Scaevola sericea,SPECIES
Scaevola sericea,8376959,Scaevola sericea tuamotuensis,VARIETY
Scaevola sericea,7096600,Scaevola sericea sericea,VARIETY
Scaevola sericea,5569385,Scaevola sericea taccada,VARIETY
Scaevola sericea,7937049,Scaevola sericea fauriei,VARIETY
Scaevola sericea,8870611,Scaevola sericea sericea,FORM
Scaevola sericea,9081941,Scaevola sericea punicea,FORM
Scaevola sericea,7479614,Scaevola sericea moomomiana,FORM
Scaevola sericea,7930291,Scaevola sericea saintjohnii,FORM
Scaevola frutescens,7099691,Scaevola frutescens,SPECIES
Scaevola frutescens,5569540,Scaevola frutescens koenigii,VARIETY
Scaevola frutescens,5569543,Scaevola frutescens glabra,FORM
Scaevola frutescens,8079490,Scaevola frutescens moomomiana,FORM
Scaevola frutescens,8181930,Scaevola frutescens sericea,VARIETY
Scaevola taccada,6358362,Scaevola taccada,SPECIES
Scaevola taccada,5569274,Scaevola taccada fauriei,VARIETY
Scaevola taccada,5569269,Scaevola taccada punicea,FORM
Scaevola taccada,5708970,Scaevola taccada sericea,VARIETY
Scaevola taccada,5569272,Scaevola taccada moomomiana,FORM
Scaevola taccada,7643699,Scaevola taccada tuamotuensis,VARIETY
Scaevola taccada,5569276,Scaevola taccada bryanii,VARIETY
Scaevola taccada,9178770,Scaevola taccada taccada,VARIETY
Hibiscus tiliaceus,3152584,Hibiscus tiliaceus,SPECIES
Hibiscus tiliaceus,3940846,Hibiscus tiliaceus elatus,SUBSPECIES
Hibiscus tiliaceus,8293629,Hibiscus tiliaceus glaber,VARIETY
Hibiscus tiliaceus,8478419,Hibiscus tiliaceus hastatus,SUBSPECIES
Hibiscus tiliaceus,8095784,Hibiscus tiliaceus similis,SUBSPECIES
Hibiscus tiliaceus,7456178,Hibiscus tiliaceus abutiloides,VARIETY
Hibiscus tiliaceus,3940833,Hibiscus tiliaceus hirsutus,VARIETY
Hibiscus tiliaceus,8216720,Hibiscus tiliaceus crestaensis,SUBSPECIES
Hibiscus tiliaceus,8281267,Hibiscus tiliaceus heterophyllus,VARIETY
Hibiscus tiliaceus,8563434,Hibiscus tiliaceus pernambucensis,VARIETY
Hibiscus teliaceus,NA,NA,NA
Talipariti tiliaceum,7115794,Talipariti tiliaceum,SPECIES
Talipariti tiliaceum,7226537,Talipariti tiliaceum tiliaceum,VARIETY
Talipariti tiliaceum,3936958,Talipariti tiliaceum pernambucense,VARIETY
Galactites tomentosa,3137579,Galactites tomentosa,SPECIES
Galactites tomentosa,8118592,Galactites tomentosa elegans,VARIETY
Galactites tomentosa,6301950,Galactites tomentosa rosea,FORM
Galactites tomentosa,9541221,Galactites tomentosa crinita,VARIETY
Galactites tomentosa,9060714,Galactites tomentosa myriacantha,FORM
Galactites tomentosa,6301947,Galactites tomentosa tomentosa,VARIETY
Galactites tomentosa,6301948,Galactites tomentosa tomentosa,FORM
Echium plantagineum,7556440,Echium plantagineum,SPECIES
Echium plantagineum,2925895,Echium plantagineum,SPECIES
Echium plantagineum,8379950,Echium plantagineum,SPECIES
Echium plantagineum,7866865,Echium plantagineum maroccanum,VARIETY
Echium plantagineum,7668663,Echium plantagineum grandiflorum,VARIETY
Echium plantagineum,4068122,Echium plantagineum monodasystemon,VARIETY
Echium plantagineum,7511366,Echium plantagineum sennenii,VARIETY
Echium plantagineum,9092382,Echium plantagineum albiflora,FORM
Echium plantagineum,4068128,Echium plantagineum alba,VARIETY
Echium plantagineum,9122235,Echium plantagineum plantagineum,FORM
Cistus monspeliensis,2874030,Cistus monspeliensis,SPECIES
Cistus monspeliensis,9278529,Cistus monspeliensis affinis,SUBSPECIES
Cistus monspeliensis,9548194,Cistus monspeliensis ledon,SUBSPECIES
Cistus monspeliensis,9491198,Cistus monspeliensis affinis,VARIETY
Cistus monspeliensis,7629867,Cistus monspeliensis feredjensis,VARIETY
Cistus monspeliensis,9731789,NA,SPECIES
Geranium robertianum,2890668,Geranium robertianum,SPECIES
Geranium robertianum,9499464,Geranium robertianum graniticarum,SUBSPECIES
Geranium robertianum,9348101,Geranium robertianum inodorum,SUBSPECIES
Geranium robertianum,7814100,Geranium robertianum purpureum,SUBSPECIES
Geranium robertianum,9505011,Geranium robertianum crassicaule,SUBSPECIES
Geranium robertianum,8096238,Geranium robertianum tenuisectum,VARIETY
Geranium robertianum,8121940,Geranium robertianum parviflorum,VARIETY
Geranium robertianum,7952962,Geranium robertianum purpureum,VARIETY
Geranium robertianum,2890905,Geranium robertianum rubescens,FORM
Geranium robertianum,2890732,Geranium robertianum grandiflorum,VARIETY
Psoralia bituminosa,NA,NA,NA
Psoralea bituminosa,2952886,Psoralea bituminosa,SPECIES
Psoralea bituminosa,9399384,Psoralea bituminosa latifolia,SUBSPECIES
Psoralea bituminosa,9440344,Psoralea bituminosa plumosa,VARIETY
Psoralea bituminosa,9327314,Psoralea bituminosa plumosa,SUBSPECIES
Psoralea bituminosa,3969399,Psoralea bituminosa brachycarpa,VARIETY
Psoralea bituminosa,3444500,Diaporthe psoraleae-bituminosae,SPECIES
Psoralea bituminosa,8189355,Phelypaea psoraleae-bituminosae,SPECIES
Psoralea bituminosa,3502152,Pseudocercospora psoraleae-bituminosae,SPECIES
Psoralea bituminosa,5508286,Cercospora psoraleae-bituminosae,SPECIES
Psoralea bituminosa,5508287,Cercospora psoraleae-bituminosa,SPECIES
Bituminaria bituminosa,2952882,Bituminaria bituminosa,SPECIES
Bituminaria bituminosa,3974157,Bituminaria bituminosa brachycarpa,VARIETY
Bituminaria bituminosa,8584220,Bituminaria bituminosa bituminosa,VARIETY
Bituminaria bituminosa,3974155,Bituminaria bituminosa palaestina,VARIETY
